ReachDiff,HeightDiff,AgeDif,WinStreakDif,LoseStreakDif,KODif,SubDif,WinDif,LossDif,Winner
-2.54,2.54,-5,0,-1,0,1,0,-3,RedFighter
2.54,2.54,7,2,0,0,4,8,9,RedFighter
7.62,5.08,3,1,-4,1,2,0,-2,BlueFighter
12.7,5.08,2,1,-2,1,1,2,-1,RedFighter
10.16,-5.08,9,0,0,-1,1,-2,1,RedFighter
12.7,0.0,-6,0,-1,-1,0,-1,-1,BlueFighter
-2.54,-7.62,0,0,0,0,0,0,0,RedFighter
-7.62,2.54,-7,0,0,-5,1,0,-4,BlueFighter
10.16,5.08,0,0,0,0,0,0,0,RedFighter
5.08,0.0,-1,0,1,0,0,0,1,BlueFighter
-2.54,0.0,1,0,0,0,0,0,0,BlueFighter
-5.08,-5.08,2,-1,1,-3,0,-5,-3,BlueFighter
5.08,-2.54,-9,0,0,-2,0,-3,-2,RedFighter
10.16,10.16,-3,-1,1,0,0,2,4,RedFighter
-7.62,0.0,-2,0,0,-2,0,-3,-3,BlueFighter
-22.86,-10.16,-4,1,-1,0,0,0,-1,RedFighter
-7.62,-12.7,6,-2,1,3,0,5,3,BlueFighter
-7.62,0.0,-1,-2,0,-1,0,-1,2,BlueFighter
-5.08,-7.62,-6,1,0,-3,-1,-13,-6,RedFighter
0.0,5.08,-1,-2,2,3,0,2,2,BlueFighter
7.62,5.08,0,-1,0,-1,0,-1,1,RedFighter
7.62,7.62,-3,-2,0,-1,3,2,1,BlueFighter
-7.62,-10.16,6,0,0,2,0,3,2,RedFighter
2.54,-2.54,1,0,0,1,-4,-4,-1,RedFighter
12.7,2.54,2,0,0,-2,-1,0,1,RedFighter
-10.16,-2.54,-8,0,-2,0,0,-4,-4,RedFighter
-17.78,-7.62,4,0,-1,0,0,1,-1,RedFighter
0.0,-2.54,-3,-4,0,0,-2,-3,1,RedFighter
-7.62,0.0,-10,0,-2,-2,2,6,0,BlueFighter
-2.54,2.54,-5,1,-4,-7,0,-14,-16,BlueFighter
5.08,0.0,-2,0,0,1,-2,-1,0,RedFighter
-2.54,5.08,-1,-1,1,0,-1,-2,-3,BlueFighter
-7.62,-5.08,-8,-1,0,-1,-1,-5,-1,RedFighter
-10.16,-10.16,-6,-2,0,-1,-1,-2,-1,RedFighter
-5.08,2.54,3,0,0,-1,0,-1,-1,BlueFighter
7.62,2.54,0,-1,2,0,0,-1,2,BlueFighter
2.54,-2.54,-5,0,0,0,2,2,0,BlueFighter
5.08,0.0,0,-2,1,-2,-3,-10,-3,RedFighter
10.16,5.08,4,2,-1,2,-4,-1,0,RedFighter
12.7,7.62,4,-2,1,1,0,1,0,RedFighter
0.0,-7.62,-2,2,-1,-1,-1,-1,-2,RedFighter
-10.16,-10.16,2,-1,0,-4,0,-6,-1,RedFighter
2.54,-7.62,-2,0,0,-3,-4,-9,-4,BlueFighter
-7.62,2.54,-4,2,-1,-3,-1,-3,-2,BlueFighter
-2.54,-7.62,-12,-2,0,1,-1,-2,0,BlueFighter
5.08,2.54,-1,-2,0,-2,0,-4,-2,BlueFighter
5.08,5.08,2,0,1,1,-1,2,5,RedFighter
2.54,2.54,0,0,0,0,-1,4,2,BlueFighter
15.24,15.24,-6,0,1,0,0,1,1,RedFighter
-2.54,7.62,1,-3,0,3,-2,2,2,RedFighter
12.7,2.54,9,0,-1,7,5,16,8,RedFighter
0.0,-2.54,-3,-4,0,-2,-1,-4,0,BlueFighter
-2.54,-7.62,-1,0,0,-5,-2,-10,-7,RedFighter
12.7,5.08,1,0,0,0,-3,-6,-3,RedFighter
-15.24,2.54,6,0,0,-2,1,-2,-1,RedFighter
-25.4,-17.78,13,-1,1,0,2,9,3,RedFighter
5.08,-5.08,4,-1,0,-3,-3,-8,-4,BlueFighter
-2.54,-5.08,5,0,0,1,0,0,-1,RedFighter
-5.08,0.0,-5,0,1,-1,0,-2,1,RedFighter
-2.54,-5.08,-3,0,2,1,-2,-3,-2,RedFighter
-12.7,-2.54,1,0,-1,-1,-3,-5,-3,BlueFighter
-2.54,0.0,-5,1,-1,-2,0,2,-3,RedFighter
-5.08,2.54,-17,2,-2,0,-5,-5,-4,BlueFighter
-2.54,0.0,7,3,-1,-3,-4,-6,-3,RedFighter
0.0,-2.54,-3,0,0,-2,-1,-2,-2,BlueFighter
5.08,0.0,7,0,-1,0,0,-1,-2,BlueFighter
0.0,5.08,-8,0,-1,-10,-2,-11,-6,RedFighter
10.16,-2.54,1,0,0,-1,0,-2,0,BlueFighter
5.08,5.08,6,-1,1,0,2,1,2,BlueFighter
-5.08,2.54,1,2,-1,-1,0,0,-1,RedFighter
-17.78,-15.24,4,0,1,-2,0,-2,1,RedFighter
2.54,10.16,0,0,0,-2,0,-1,1,BlueFighter
-5.08,-5.08,2,0,0,-1,0,0,1,RedFighter
-15.24,-10.16,-4,5,-1,-4,2,-2,1,RedFighter
5.08,5.08,-6,-2,0,-3,-1,-3,1,BlueFighter
5.08,-5.08,7,-8,1,2,10,9,9,RedFighter
0.0,-5.08,-11,4,-1,0,-10,-13,-7,BlueFighter
7.62,2.54,-3,0,0,1,-5,-3,-4,RedFighter
2.54,-2.54,-3,3,-1,-6,-1,-7,-6,BlueFighter
-2.54,-2.54,-4,0,0,-1,1,0,0,RedFighter
-5.08,2.54,-2,-3,0,-1,0,1,1,RedFighter
2.54,2.54,2,1,0,1,0,1,1,RedFighter
5.08,-2.54,7,-2,0,1,1,6,4,RedFighter
5.08,2.54,-5,0,0,0,-1,-3,-1,BlueFighter
-10.16,-7.62,10,0,0,0,-1,-1,3,BlueFighter
-5.08,-12.7,1,0,0,1,0,0,0,RedFighter
7.62,7.62,6,-1,0,1,0,2,3,RedFighter
-2.54,2.54,-3,0,0,-2,0,0,-1,RedFighter
2.54,-5.08,-2,4,-2,-3,0,2,-3,BlueFighter
-12.7,-2.54,-4,0,1,-1,0,0,1,RedFighter
2.54,5.08,-6,4,-1,-3,1,-5,-3,RedFighter
2.54,5.08,2,0,0,-1,0,-2,0,BlueFighter
-2.54,-2.54,1,0,0,0,-2,-2,1,RedFighter
-5.08,-10.16,8,0,2,1,2,4,4,BlueFighter
0.0,5.08,-6,1,0,-3,-2,-12,-5,BlueFighter
7.62,0.0,-5,0,0,-1,-3,-6,-2,BlueFighter
-10.16,-15.24,-5,-1,0,-1,0,-1,0,RedFighter
-15.24,-10.16,-4,0,1,-1,0,1,1,RedFighter
-2.54,-2.54,1,0,0,1,0,0,-1,RedFighter
-15.24,0.0,-4,-2,0,0,-1,-1,0,RedFighter
0.0,-10.16,2,-2,0,0,1,2,4,BlueFighter
15.24,10.16,2,0,0,0,0,0,-1,BlueFighter
-2.54,2.54,0,1,-1,-1,-1,-1,-1,BlueFighter
2.54,7.62,6,1,-1,-1,-1,-4,0,RedFighter
-7.62,2.54,-9,0,0,0,-2,-3,-3,RedFighter
-7.62,-17.78,-5,0,-1,-9,-2,-15,-8,RedFighter
-10.16,0.0,2,0,-2,0,1,-3,-8,RedFighter
5.08,2.54,-3,-1,1,-1,0,-1,-1,RedFighter
-10.16,-5.08,1,0,-1,0,0,0,-1,RedFighter
-10.16,-2.54,-2,-2,0,0,0,-2,0,RedFighter
15.24,5.08,0,2,0,0,-1,2,0,BlueFighter
-7.62,-5.08,4,-5,0,0,-13,-15,-8,RedFighter
-10.16,-2.54,-5,6,-2,-2,-1,-1,1,BlueFighter
-7.62,-7.62,-2,-1,2,1,-1,-2,-1,BlueFighter
0.0,-12.7,2,1,0,1,0,-4,-3,RedFighter
0.0,0.0,5,1,-1,5,-1,9,7,BlueFighter
15.24,0.0,-10,4,-3,-5,-8,-15,-8,BlueFighter
2.54,-5.08,5,0,0,0,-1,-2,-4,RedFighter
7.62,0.0,3,0,0,0,0,0,2,RedFighter
-5.08,5.08,4,1,-3,2,1,1,-1,RedFighter
-7.62,2.54,0,0,0,0,0,-1,-1,BlueFighter
-2.54,2.54,-6,2,-3,0,0,-1,-3,BlueFighter
-2.54,-2.54,0,-1,3,0,-1,-4,-1,RedFighter
-7.62,-7.62,1,0,0,-2,4,4,3,RedFighter
-2.54,-5.08,-8,0,-3,-9,-9,-22,-11,BlueFighter
-12.7,-10.16,-3,0,0,-1,0,-11,-6,RedFighter
-12.7,-15.24,1,0,0,3,-1,2,3,BlueFighter
-7.62,-5.08,-2,0,0,0,0,-2,-2,BlueFighter
-2.54,7.62,-4,-2,0,-2,0,-1,0,RedFighter
-2.54,10.16,3,-1,1,-1,0,1,1,BlueFighter
10.16,5.08,-4,0,0,1,0,0,-1,RedFighter
10.16,7.62,4,0,-1,-1,0,-1,-1,BlueFighter
7.62,-2.54,-3,1,-2,-2,-1,-5,-2,BlueFighter
-10.16,-10.16,5,-3,0,4,2,12,9,RedFighter
2.54,0.0,1,0,0,-2,-1,0,1,RedFighter
-10.16,0.0,1,-5,1,0,0,0,0,RedFighter
-2.54,-5.08,-7,1,-3,1,-1,-5,-9,BlueFighter
7.62,5.08,4,0,1,0,1,0,1,BlueFighter
5.08,-5.08,-5,0,0,-1,0,-1,-1,BlueFighter
7.62,10.16,3,-1,1,0,0,-2,0,RedFighter
5.08,10.16,-3,0,0,0,0,0,0,RedFighter
5.08,5.08,-8,0,0,-2,-1,-3,-2,BlueFighter
-5.08,-2.54,3,-13,1,4,0,4,8,RedFighter
5.08,2.54,-3,-4,0,0,2,2,3,BlueFighter
-10.16,-10.16,-4,-5,0,2,0,3,4,RedFighter
-2.54,5.08,0,-2,0,-3,3,2,-2,RedFighter
-5.08,-5.08,-7,1,0,-3,-2,-6,-7,RedFighter
5.08,10.16,-3,0,0,-2,-1,-5,-3,BlueFighter
-2.54,-2.54,-7,0,0,-2,0,-3,-1,RedFighter
2.54,2.54,-5,0,0,0,0,-1,-2,BlueFighter
-5.08,5.08,5,1,0,0,0,1,0,RedFighter
0.0,-2.54,-3,-1,1,-1,0,-1,0,RedFighter
0.0,2.54,-14,0,-2,0,0,0,-2,RedFighter
0.0,-2.54,-4,1,0,0,0,1,0,BlueFighter
-15.24,-7.62,4,0,1,0,0,0,1,BlueFighter
-5.08,-7.62,-1,-1,0,-2,2,-2,3,RedFighter
2.54,2.54,-11,1,-1,-9,-2,-18,-13,RedFighter
0.0,-2.54,-10,0,-1,-4,0,-4,-2,BlueFighter
-2.54,0.0,6,-3,1,0,0,0,3,RedFighter
-7.62,-15.24,4,0,0,-1,-1,-3,-2,RedFighter
12.7,2.54,10,0,0,0,0,0,0,RedFighter
-15.24,-7.62,-11,0,-3,-1,-2,-4,-4,RedFighter
5.08,2.54,-1,0,0,1,5,3,4,BlueFighter
5.08,0.0,-3,0,-1,-1,0,-2,-3,RedFighter
0.0,7.62,5,-1,1,0,0,0,2,RedFighter
17.78,7.62,1,-4,1,3,0,3,1,RedFighter
2.54,2.54,0,-2,0,2,-2,-2,0,RedFighter
-7.62,0.0,-4,1,-4,-4,1,-7,-8,BlueFighter
-2.54,-2.54,-7,3,-1,0,2,1,-2,BlueFighter
7.62,7.62,5,0,0,-3,1,-3,-6,BlueFighter
-2.54,2.54,-10,3,-1,-3,-8,-18,-14,BlueFighter
2.54,2.54,-7,0,0,-2,-1,-7,-3,BlueFighter
17.78,17.78,-12,1,-1,-2,0,-9,-7,RedFighter
0.0,7.62,3,0,-1,-2,0,-2,-1,BlueFighter
5.08,0.0,-3,1,0,0,2,-1,-1,BlueFighter
0.0,-2.54,1,-1,1,-1,2,1,3,RedFighter
-12.7,-15.24,6,1,0,1,-1,1,0,RedFighter
-7.62,5.08,5,1,-1,1,0,-2,-1,RedFighter
7.62,0.0,-4,2,0,0,1,-4,-1,BlueFighter
2.54,5.08,-9,2,-3,2,-1,-5,-3,BlueFighter
-5.08,-10.16,3,0,2,1,0,0,3,RedFighter
5.08,-5.08,-2,1,-1,0,-4,-5,-3,BlueFighter
0.0,-2.54,8,0,-1,1,1,2,-1,RedFighter
-7.62,2.54,-7,0,-1,-4,0,-4,-1,RedFighter
-12.7,-2.54,4,0,0,0,0,0,0,BlueFighter
-10.16,-7.62,-1,0,1,1,0,1,1,BlueFighter
2.54,7.62,8,0,0,0,0,1,-1,BlueFighter
5.08,-10.16,4,1,-3,0,0,1,-3,RedFighter
10.16,5.08,-9,2,0,-4,0,-6,-4,RedFighter
12.7,-2.54,4,-1,0,-1,0,0,5,BlueFighter
-5.08,-7.62,3,-1,0,0,0,-1,0,BlueFighter
-7.62,-5.08,4,-1,0,-2,1,-1,1,RedFighter
0.0,0.0,4,-1,1,-3,0,-4,-2,RedFighter
10.16,12.7,-14,1,-3,0,-1,-1,-4,BlueFighter
-7.62,-5.08,-14,-2,0,-2,1,-2,0,BlueFighter
5.08,5.08,4,0,0,-2,0,-2,-2,RedFighter
-12.7,-7.62,1,0,-1,-1,-1,-4,-2,RedFighter
5.08,2.54,-7,1,-2,0,1,1,-1,RedFighter
5.08,5.08,-5,-1,1,0,-3,-1,-1,BlueFighter
-12.7,-2.54,5,3,-1,-1,0,-3,-1,RedFighter
-2.54,0.0,9,0,0,-1,0,-1,1,BlueFighter
-5.08,2.54,1,0,0,0,1,3,0,BlueFighter
12.7,10.16,-3,1,-2,-2,0,-4,-4,RedFighter
5.08,-2.54,7,0,-1,-1,0,-1,-2,RedFighter
7.62,2.54,-3,0,1,0,-10,-15,-5,RedFighter
-5.08,-7.62,1,-1,0,-1,0,-4,-2,RedFighter
0.0,-5.08,-5,0,0,-1,-2,-1,-4,BlueFighter
-5.08,-5.08,10,-1,2,0,0,-1,2,BlueFighter
-12.7,-7.62,6,0,0,0,1,0,1,RedFighter
5.08,5.08,-7,5,0,0,-2,-1,-5,RedFighter
7.62,10.16,-1,-9,0,-6,-1,-11,0,RedFighter
10.16,0.0,3,-2,0,-3,4,4,3,BlueFighter
0.0,-5.08,3,-3,0,5,-1,3,4,RedFighter
5.08,5.08,-8,1,-2,-9,0,-8,-6,BlueFighter
0.0,-2.54,-6,3,-2,-2,1,-6,-1,RedFighter
12.7,0.0,2,-2,0,0,-1,-2,0,BlueFighter
5.08,5.08,-8,2,-2,-6,-4,-19,-7,BlueFighter
5.08,-2.54,-1,0,0,-1,-1,1,1,BlueFighter
7.62,-2.54,-3,-1,1,1,0,-1,-6,RedFighter
-15.24,-2.54,2,0,0,0,0,-2,-1,RedFighter
2.54,2.54,-2,0,0,1,3,7,4,RedFighter
5.08,2.54,4,1,0,0,0,-1,0,BlueFighter
17.78,-2.54,4,-1,1,0,0,0,1,RedFighter
2.54,-5.08,3,-2,0,-1,0,-2,-1,BlueFighter
7.62,0.0,-2,3,0,-4,2,-1,-1,BlueFighter
-5.08,0.0,0,4,0,1,-4,-3,-4,BlueFighter
7.62,-5.08,-3,1,-2,-2,-3,-1,-2,RedFighter
0.0,2.54,1,-3,0,-1,-3,-12,-10,RedFighter
-5.08,0.0,-3,1,0,-1,1,0,0,BlueFighter
5.08,2.54,-13,3,-3,-1,0,-5,-5,RedFighter
0.0,5.08,-3,1,-1,0,0,1,-1,BlueFighter
5.08,0.0,4,-1,0,0,0,-1,-1,RedFighter
-2.54,-2.54,6,4,-1,0,0,7,2,BlueFighter
0.0,-5.08,2,2,-1,0,0,-1,0,BlueFighter
0.0,-5.08,-4,2,-1,0,0,-2,-3,BlueFighter
-10.16,2.54,-12,3,-2,0,0,-5,-6,BlueFighter
-5.08,7.62,-7,-4,1,0,0,-3,0,RedFighter
2.54,5.08,-15,2,0,0,0,-19,-18,BlueFighter
-2.54,-2.54,1,-2,1,0,0,-4,-2,RedFighter
5.08,-2.54,-7,1,-2,0,0,-9,-10,BlueFighter
5.08,10.16,-1,2,-1,0,0,3,2,BlueFighter
0.0,0.0,-8,1,-1,0,0,-1,-4,BlueFighter
2.54,0.0,-9,-1,1,0,0,-1,-1,RedFighter
5.08,2.54,2,-2,1,1,0,-2,-1,RedFighter
-12.7,-5.08,1,-6,0,1,3,0,3,RedFighter
2.54,0.0,5,1,-1,-4,0,0,2,BlueFighter
2.54,5.08,3,1,-3,-1,-2,-6,-4,RedFighter
-7.62,0.0,6,-1,0,1,2,0,2,RedFighter
-7.62,10.16,0,0,-1,-1,1,0,-2,BlueFighter
5.08,0.0,-4,-2,1,0,-1,-1,2,BlueFighter
7.62,7.62,0,0,0,0,-1,-4,2,RedFighter
-10.16,-2.54,-1,0,0,0,-1,0,-2,RedFighter
-20.32,2.54,-4,1,0,1,0,-1,-1,BlueFighter
17.78,12.7,3,1,-1,1,0,1,-1,RedFighter
0.0,7.62,-8,-1,0,-17,-8,-27,-13,BlueFighter
-5.08,-12.7,11,0,0,2,1,12,7,RedFighter
2.54,0.0,-3,0,-1,-2,-2,-6,-3,RedFighter
-5.08,2.54,-5,-1,0,0,3,5,2,BlueFighter
-7.62,-7.62,5,0,-1,-2,4,6,3,BlueFighter
-12.7,5.08,3,1,-1,-3,0,-2,-3,BlueFighter
12.7,0.0,-5,0,0,0,0,-3,-1,BlueFighter
-5.08,-5.08,-4,-1,1,0,0,2,-1,RedFighter
5.08,0.0,0,0,0,-1,-3,-9,-4,RedFighter
-10.16,-10.16,4,2,-1,-5,-1,-8,-5,BlueFighter
-2.54,0.0,1,0,0,0,1,1,-2,BlueFighter
2.54,2.54,-2,1,0,0,0,-3,-3,BlueFighter
2.54,-7.62,-6,4,-1,-1,2,1,-1,RedFighter
12.7,2.54,-3,0,0,-2,5,-5,-2,RedFighter
-7.62,0.0,9,1,-1,-1,3,5,3,RedFighter
-5.08,5.08,2,0,2,-3,0,-4,-1,BlueFighter
10.16,-2.54,-10,3,-2,-3,-2,-11,-8,BlueFighter
-5.08,-2.54,5,-1,1,0,-1,-1,1,RedFighter
12.7,5.08,0,0,0,5,-5,7,2,RedFighter
10.16,5.08,3,1,-1,-2,-3,-6,-4,RedFighter
7.62,7.62,-5,0,1,0,1,1,1,RedFighter
-2.54,-7.62,-4,0,0,0,0,-1,-6,BlueFighter
-5.08,-2.54,6,2,-1,2,-2,-2,-1,RedFighter
-12.7,-5.08,6,0,0,0,0,3,3,RedFighter
0.0,7.62,-4,1,-1,2,0,-3,-2,RedFighter
-5.08,2.54,0,-1,0,-1,0,-5,-2,RedFighter
-17.78,-7.62,3,-2,1,-1,0,-2,0,RedFighter
-7.62,12.7,-1,0,1,-1,2,1,3,RedFighter
7.62,10.16,-6,0,1,0,0,1,1,RedFighter
-5.08,-5.08,-3,-1,0,-1,0,-1,-2,BlueFighter
-5.08,-5.08,7,0,0,0,0,0,0,RedFighter
7.62,5.08,0,-1,0,-1,0,-1,0,BlueFighter
7.62,0.0,3,2,-2,-5,-2,-11,-4,RedFighter
0.0,-5.08,4,-1,1,5,-2,2,1,RedFighter
-5.08,0.0,-2,-7,1,1,0,0,2,BlueFighter
-5.08,5.08,5,-2,3,-1,0,1,4,BlueFighter
5.08,5.08,-2,0,0,0,0,0,0,RedFighter
10.16,0.0,1,0,-1,0,-1,-1,-2,BlueFighter
-2.54,0.0,1,0,0,1,0,0,0,RedFighter
2.54,-5.08,3,0,0,0,-1,3,-1,BlueFighter
-5.08,-5.08,0,0,2,-1,-1,-3,-2,BlueFighter
-5.08,2.54,1,0,-1,0,0,0,-1,BlueFighter
0.0,-2.54,-7,-2,1,0,0,-5,-3,RedFighter
0.0,2.54,-6,-1,1,0,0,-9,0,RedFighter
10.16,-2.54,-1,-2,1,0,0,-1,-1,RedFighter
-10.16,-5.08,-1,-3,2,0,0,-3,1,BlueFighter
5.08,5.08,-3,-4,1,0,0,-2,-2,RedFighter
0.0,2.54,-3,-2,1,0,0,-9,-6,RedFighter
2.54,-7.62,6,-3,2,0,0,1,2,BlueFighter
7.62,22.86,0,-1,2,0,0,0,0,RedFighter
-12.7,-2.54,-2,-2,1,0,0,3,2,BlueFighter
7.62,5.08,6,-2,1,0,0,-1,3,RedFighter
-2.54,0.0,-1,-2,1,0,0,-2,1,RedFighter
10.16,0.0,-3,-1,2,0,0,-4,-2,RedFighter
5.08,2.54,5,-8,2,0,0,-3,-5,BlueFighter
2.54,-2.54,5,-3,1,0,0,-3,1,RedFighter
-22.86,-5.08,13,-5,3,0,0,10,6,RedFighter
-10.16,0.0,6,-4,4,0,0,11,8,BlueFighter
-2.54,-2.54,-2,-2,1,0,0,-13,-5,RedFighter
2.54,7.62,4,-3,1,0,0,3,3,BlueFighter
10.16,10.16,-2,-3,1,0,0,0,0,RedFighter
10.16,10.16,-3,-2,1,0,0,-8,-4,RedFighter
-2.54,-7.62,13,-1,2,0,0,-2,1,RedFighter
-7.62,-2.54,-5,2,0,-3,-1,-3,-1,BlueFighter
-2.54,2.54,-8,1,0,-8,-5,-17,-10,BlueFighter
-7.62,-2.54,-1,0,-1,0,-2,-4,-3,RedFighter
-2.54,-2.54,-5,-1,1,-1,0,-1,1,RedFighter
2.54,-2.54,1,0,0,-3,-1,-2,-4,RedFighter
7.62,-2.54,-12,1,-2,-2,-2,-9,-7,BlueFighter
5.08,10.16,9,0,0,0,1,0,1,RedFighter
5.08,0.0,-3,0,-1,-4,0,-7,-7,BlueFighter
-2.54,-10.16,-2,2,-2,-6,-3,-4,-4,RedFighter
-2.54,-10.16,2,-2,0,0,0,-1,1,RedFighter
-10.16,-10.16,4,-2,1,-2,0,-2,1,BlueFighter
5.08,10.16,4,0,1,-1,0,-1,1,BlueFighter
0.0,-2.54,-3,0,0,-1,0,-3,-3,BlueFighter
-5.08,-12.7,-3,1,-1,-1,0,0,-1,RedFighter
-7.62,-12.7,3,0,-1,0,0,0,-1,BlueFighter
-15.24,-7.62,-3,0,-1,0,1,0,-2,RedFighter
-2.54,-2.54,6,-1,1,0,0,-1,0,RedFighter
12.7,10.16,-5,0,0,-2,-1,-3,-3,BlueFighter
-7.62,2.54,-4,-1,0,-2,1,-1,0,RedFighter
-5.08,-2.54,0,-4,0,-2,-1,-5,0,RedFighter
10.16,10.16,7,0,0,1,2,5,3,BlueFighter
-10.16,-12.7,2,3,-1,0,3,-1,-3,RedFighter
0.0,5.08,-6,0,0,-21,4,-22,-7,BlueFighter
-5.08,5.08,2,0,0,0,0,-3,-2,RedFighter
2.54,10.16,3,0,0,0,0,0,-1,RedFighter
0.0,-5.08,-10,2,-1,-1,0,-1,0,RedFighter
0.0,-5.08,3,-3,0,-1,-1,-2,2,BlueFighter
10.16,0.0,-12,0,-1,-4,0,-7,-5,RedFighter
-2.54,-7.62,2,1,-1,1,0,0,-1,RedFighter
2.54,10.16,6,-1,0,-1,0,-1,0,BlueFighter
0.0,-7.62,0,0,1,0,3,9,6,BlueFighter
10.16,5.08,-9,1,-1,-3,0,-3,-2,BlueFighter
-12.7,2.54,0,0,0,0,-1,0,0,BlueFighter
2.54,-2.54,5,-2,0,1,-1,4,3,BlueFighter
-2.54,0.0,-5,0,-1,0,0,-1,-4,RedFighter
15.24,7.62,-5,0,0,-1,-1,-6,-2,RedFighter
-2.54,-7.62,-8,0,-2,0,-1,-6,-8,BlueFighter
-7.62,-5.08,0,0,0,1,0,0,0,BlueFighter
-22.86,-20.32,6,0,-1,-2,0,-2,-2,RedFighter
0.0,0.0,5,4,-1,-3,6,4,0,BlueFighter
-5.08,-2.54,-12,1,0,-9,-2,-17,-16,RedFighter
5.08,-5.08,-5,-3,0,-1,-1,-3,1,RedFighter
0.0,2.54,0,3,0,0,-1,-2,-4,BlueFighter
12.7,7.62,1,0,0,0,0,0,0,RedFighter
-22.86,-17.78,-4,-4,0,0,0,-4,-1,RedFighter
0.0,-2.54,6,0,0,4,0,5,5,RedFighter
-2.54,-2.54,-5,0,-3,-3,-1,-13,-7,RedFighter
-7.62,-2.54,-7,0,-2,-1,0,-3,-6,RedFighter
5.08,7.62,3,1,-1,1,0,2,1,RedFighter
-5.08,5.08,9,-2,2,14,3,23,3,RedFighter
10.16,2.54,4,-3,0,3,-1,5,6,RedFighter
0.0,-5.08,-2,0,0,3,-2,1,0,BlueFighter
-7.62,-2.54,2,-3,0,-2,-1,-7,-2,RedFighter
-2.54,-2.54,-9,-2,0,0,-2,-9,-5,BlueFighter
10.16,2.54,-6,-1,1,-1,0,0,0,BlueFighter
-12.7,-5.08,2,-1,0,-1,0,-1,0,RedFighter
-7.62,-2.54,1,-1,1,-1,-1,-4,1,RedFighter
-7.62,-5.08,-3,0,0,0,0,0,0,BlueFighter
10.16,2.54,0,-1,3,0,1,2,1,RedFighter
10.16,-2.54,1,0,-1,0,0,-2,-1,RedFighter
0.0,2.54,-1,-8,0,3,-4,-7,2,RedFighter
10.16,-2.54,7,2,0,0,0,-6,1,RedFighter
-7.62,-5.08,5,0,0,4,0,1,5,RedFighter
10.16,7.62,6,1,0,1,0,1,1,BlueFighter
-5.08,-2.54,-8,-3,0,-2,0,-5,-4,RedFighter
0.0,-5.08,-2,-4,1,0,0,0,3,RedFighter
-22.86,-22.86,-5,0,2,-3,-6,-10,-7,BlueFighter
-2.54,2.54,2,1,0,0,-2,1,1,BlueFighter
2.54,5.08,-6,-2,0,-4,-3,-11,-6,BlueFighter
7.62,-2.54,-2,-1,0,0,-1,-1,-1,BlueFighter
-7.62,0.0,10,-2,1,0,0,1,4,RedFighter
7.62,-2.54,4,2,-1,1,-1,0,3,RedFighter
-15.24,-20.32,-2,-1,2,3,2,4,3,BlueFighter
10.16,2.54,2,0,0,-1,-2,-3,-1,RedFighter
5.08,7.62,-4,-5,1,3,-1,3,6,BlueFighter
0.0,2.54,-3,1,-2,-2,0,-2,-1,BlueFighter
5.08,2.54,-1,0,0,0,0,0,0,BlueFighter
10.16,7.62,6,0,0,0,-4,-2,-1,RedFighter
5.08,2.54,6,-1,1,1,0,0,3,RedFighter
2.54,2.54,-3,0,0,0,0,0,0,BlueFighter
20.32,10.16,3,0,-2,0,-2,-2,-2,BlueFighter
0.0,0.0,4,0,-1,-1,0,-2,-1,RedFighter
7.62,12.7,-4,-1,1,0,0,0,-1,BlueFighter
-7.62,-2.54,-3,1,-3,-6,3,-8,-7,RedFighter
0.0,-2.54,-4,0,0,-7,-2,-9,-2,BlueFighter
-2.54,-2.54,-6,0,-1,0,-2,-2,-3,BlueFighter
-7.62,-5.08,3,-1,0,-1,0,-1,0,RedFighter
-12.7,-7.62,-1,-3,0,0,0,-3,0,BlueFighter
7.62,2.54,-1,0,-1,-3,0,-4,-2,RedFighter
10.16,-2.54,-4,0,0,-1,1,0,0,RedFighter
2.54,-2.54,0,-1,1,0,0,-1,1,BlueFighter
5.08,7.62,3,0,0,0,0,0,0,BlueFighter
-2.54,-2.54,2,-1,0,0,0,-1,0,RedFighter
5.08,5.08,6,-1,0,0,0,-1,0,RedFighter
2.54,5.08,0,0,-2,0,0,0,-2,BlueFighter
-2.54,2.54,-6,1,0,-1,1,-1,-2,RedFighter
2.54,0.0,-8,0,0,-1,0,-1,0,BlueFighter
-5.08,-7.62,-5,1,-1,-2,0,-3,-2,RedFighter
-2.54,2.54,8,-1,0,0,0,-1,0,RedFighter
-12.7,-5.08,-8,0,-3,0,0,0,-3,BlueFighter
0.0,-7.62,-1,0,-3,-6,-2,-4,-2,RedFighter
0.0,5.08,-4,0,0,0,0,0,0,BlueFighter
10.16,5.08,11,0,0,0,0,-1,0,RedFighter
-5.08,-5.08,-1,1,0,0,-1,-1,-1,RedFighter
0.0,10.16,4,0,1,0,0,1,1,RedFighter
-20.32,-7.62,-2,-3,0,1,0,-3,0,RedFighter
2.54,-5.08,7,3,-1,0,1,3,4,BlueFighter
-2.54,12.7,1,0,0,0,1,-3,-1,BlueFighter
-2.54,-10.16,6,2,-1,0,-1,0,1,RedFighter
-12.7,0.0,0,-3,0,1,0,0,0,RedFighter
5.08,2.54,-4,-1,0,0,0,-1,1,RedFighter
2.54,2.54,-12,1,0,-5,2,-13,-8,BlueFighter
-10.16,0.0,-2,-2,0,-1,0,-2,-1,BlueFighter
2.54,7.62,-7,1,0,0,0,1,0,RedFighter
