ReachDiff,HeightDiff,AgeDif,WinStreakDif,LoseStreakDif,KODif,SubDif,WinDif,LossDif,Winner
-7.62,2.54,4,2,2,4,0,5,-1,BlueFighter
2.54,2.54,-3,2,0,0,0,-2,1,BlueFighter
2.54,2.54,-3,0,0,1,-1,-1,0,BlueFighter
-5.08,-7.62,-3,-1,0,1,0,-1,-5,BlueFighter
0.0,0.0,-1,-2,-1,0,0,-4,0,RedFighter
12.7,2.54,-5,-1,-2,1,0,1,-3,RedFighter
7.62,10.16,3,0,-3,-3,0,-5,-2,BlueFighter
-7.62,5.08,6,-2,0,-2,-1,-4,2,RedFighter
7.62,10.16,2,1,0,0,0,-1,2,BlueFighter
-5.08,-5.08,9,2,0,-6,0,-10,4,RedFighter
7.62,5.08,10,0,0,-6,2,-6,7,RedFighter
15.24,7.62,13,3,2,-6,0,-5,9,BlueFighter
0.0,2.54,-4,-1,0,0,-2,-1,-1,BlueFighter
10.16,-2.54,1,0,0,0,0,0,0,BlueFighter
5.08,2.54,-9,1,0,0,2,2,-2,RedFighter
-12.7,-15.24,3,0,0,-5,0,-13,6,BlueFighter
0.0,2.54,3,0,2,1,0,-2,3,RedFighter
-2.54,-2.54,5,0,0,0,-2,-3,5,RedFighter
5.08,0.0,1,0,1,0,0,0,1,BlueFighter
10.16,7.62,9,0,0,0,1,0,2,BlueFighter
0.04,-10.16,-4,0,0,0,0,0,0,BlueFighter
15.24,10.16,3,8,1,-3,-2,-9,8,BlueFighter
-17.78,-10.16,9,0,0,0,0,0,0,RedFighter
10.16,10.16,-1,0,0,0,0,0,0,BlueFighter
7.62,5.08,-2,-1,-1,-1,1,0,1,RedFighter
0.04,5.08,6,-2,0,-2,0,-2,4,BlueFighter
-12.7,2.54,-5,-2,0,0,0,-2,1,BlueFighter
7.62,-12.7,-1,-1,0,0,0,-3,2,BlueFighter
0.0,5.08,8,3,1,-2,0,-9,3,RedFighter
-4.28,-10.16,-2,0,0,0,0,0,0,RedFighter
12.7,0.0,-1,0,0,0,0,0,0,BlueFighter
-7.62,-10.16,-7,0,-1,0,0,1,-2,RedFighter
5.08,-2.54,-1,0,1,-4,-1,-9,7,RedFighter
5.08,5.08,4,-1,0,-1,0,-1,0,RedFighter
7.62,0.0,-5,-4,-2,2,1,1,0,BlueFighter
10.16,-2.54,12,0,2,-5,0,-8,6,RedFighter
7.62,-2.54,-8,-2,0,-1,-1,-2,0,RedFighter
10.16,0.0,2,-1,-1,-4,0,-6,2,RedFighter
2.54,-2.54,0,-2,-1,-2,1,1,-3,BlueFighter
2.54,-7.62,-5,1,1,0,0,1,1,RedFighter
10.16,-10.16,-13,0,-2,0,0,0,-2,BlueFighter
0.0,-2.54,-7,0,0,0,0,0,-2,RedFighter
2.54,10.16,-5,-1,0,0,0,-1,0,RedFighter
7.62,-2.54,0,-2,-1,0,0,-1,-1,RedFighter
-15.24,-10.16,-7,0,0,0,0,0,0,RedFighter
-10.16,2.54,-5,0,-4,2,1,5,-5,BlueFighter
-17.78,-7.62,-1,4,0,-1,-1,-6,3,BlueFighter
0.0,5.08,2,0,1,0,-2,5,0,RedFighter
15.24,10.16,2,-1,0,-3,0,-3,3,BlueFighter
-15.24,-5.08,3,-2,0,0,-3,-9,4,BlueFighter
5.08,5.08,13,0,0,2,2,3,-2,BlueFighter
7.62,10.16,2,2,1,1,-2,-1,1,RedFighter
20.32,15.24,5,-4,0,0,-2,-6,2,RedFighter
10.16,12.7,-1,0,0,0,3,1,-3,RedFighter
1.27,2.54,-3,0,-1,-1,0,-1,-1,BlueFighter
2.54,-5.08,-5,0,-1,0,0,0,-1,RedFighter
2.58,-5.08,8,-1,0,-1,0,-1,2,BlueFighter
0.0,-7.62,-2,-1,0,0,0,-1,0,RedFighter
-2.54,10.16,5,-1,-1,0,-2,2,0,BlueFighter
-5.08,-7.62,8,1,1,-5,-5,-15,5,RedFighter
10.16,5.08,-4,3,1,2,-2,-2,2,BlueFighter
-5.08,-2.54,6,0,3,-1,-3,-8,5,RedFighter
-5.08,-10.16,-6,0,0,0,0,0,0,RedFighter
10.16,10.16,1,0,0,0,1,0,0,RedFighter
-12.7,-10.16,4,0,2,1,0,2,0,RedFighter
5.08,-2.54,5,0,1,-1,-4,-6,3,BlueFighter
5.08,7.62,0,-1,0,0,-2,-1,1,RedFighter
-5.08,10.16,-4,0,-1,0,0,1,-1,RedFighter
-2.54,0.0,-3,0,0,0,-1,0,-2,BlueFighter
7.62,0.0,-3,-1,-2,0,-1,0,-2,RedFighter
17.78,10.16,6,1,0,7,-3,2,-1,RedFighter
-15.24,-2.54,-4,-1,-1,-1,1,-2,0,BlueFighter
-2.54,-5.08,3,-1,-2,1,0,-1,-1,BlueFighter
-2.54,-2.54,0,0,0,1,-1,1,-1,RedFighter
7.62,7.62,5,3,1,-5,-1,-6,4,BlueFighter
2.54,0.0,-5,0,2,-1,0,-3,2,BlueFighter
5.08,7.62,-3,0,0,1,0,0,-2,RedFighter
5.08,2.54,1,-1,0,0,-1,-1,-1,BlueFighter
7.62,5.08,-2,0,0,2,3,8,-6,RedFighter
-12.7,0.0,-5,0,-1,-1,0,-3,-1,RedFighter
-15.24,-10.16,-7,-2,-1,3,0,2,-3,BlueFighter
2.54,5.08,-1,2,1,3,0,3,-2,BlueFighter
-20.32,-2.54,0,-1,-2,-4,0,-8,5,RedFighter
-2.54,-2.54,-6,0,1,1,-3,2,-3,RedFighter
0.0,-2.54,-2,0,1,-1,0,-1,3,RedFighter
2.54,-5.08,-5,0,-1,-1,4,4,-3,RedFighter
7.62,5.08,-2,0,-1,-2,1,2,-2,BlueFighter
5.08,0.0,10,0,0,-1,1,0,0,BlueFighter
0.0,0.0,8,1,1,-1,0,0,3,BlueFighter
-10.16,-7.62,4,0,1,-1,0,-2,1,RedFighter
2.54,-7.62,-1,0,-1,0,-1,-2,0,BlueFighter
0.0,10.16,1,0,0,0,0,0,0,BlueFighter
0.0,5.08,6,0,0,0,1,0,0,RedFighter
7.62,5.08,2,0,1,-2,0,-4,2,RedFighter
10.16,-2.54,0,-8,0,5,-2,-1,-1,RedFighter
-10.16,-2.54,3,-9,0,-1,-2,-5,-5,RedFighter
-7.62,2.54,7,1,0,-4,-3,-9,6,BlueFighter
2.54,10.16,4,2,0,-7,0,-7,3,RedFighter
7.62,2.54,-2,-1,-1,0,0,2,0,RedFighter
-5.08,-2.54,-8,1,0,0,3,-1,-1,BlueFighter
5.08,10.16,3,-2,0,-3,-3,-6,2,RedFighter
10.16,2.54,-14,-1,-1,-1,0,-1,-1,RedFighter
12.7,5.08,0,1,0,1,-1,1,1,RedFighter
7.62,-2.54,8,-1,-1,0,0,-2,1,BlueFighter
-5.08,-2.54,5,-1,-1,1,2,1,0,BlueFighter
-2.54,-2.54,7,0,0,0,2,-2,-2,BlueFighter
-2.54,-2.54,3,0,0,-6,0,-7,4,RedFighter
-2.54,0.0,5,0,0,-3,-3,-7,4,RedFighter
0.0,0.0,-10,-2,-1,-2,-1,-5,0,BlueFighter
12.7,5.08,1,0,2,-2,-3,-9,5,BlueFighter
-7.62,0.0,0,-1,-1,0,-9,-10,7,RedFighter
0.0,2.54,4,0,-1,-1,-1,-1,-3,RedFighter
12.7,7.62,-2,0,2,0,-2,-2,3,BlueFighter
2.54,2.54,-1,0,-2,1,0,2,-4,RedFighter
12.7,5.08,1,0,0,2,1,2,-3,RedFighter
-8.98,-2.54,4,2,0,0,2,2,0,RedFighter
-17.78,-10.16,-3,0,-4,0,-5,-9,0,RedFighter
-0.42,-7.62,9,-5,0,-2,0,-5,1,RedFighter
0.0,-5.08,-12,0,-2,0,1,1,-3,RedFighter
20.32,10.16,3,1,1,-6,4,-3,6,BlueFighter
-2.54,2.54,9,-3,-1,2,2,1,1,RedFighter
-2.54,0.0,2,1,1,-8,-2,-13,8,BlueFighter
0.0,2.54,0,0,-1,8,1,14,-9,RedFighter
0.0,5.08,-10,2,0,2,2,11,-8,RedFighter
5.08,-2.54,0,-1,0,-1,0,-1,0,RedFighter
5.08,7.62,-3,-5,-1,-1,0,-4,0,RedFighter
0.0,2.54,2,-4,0,-5,0,-4,-1,RedFighter
-2.54,0.0,-4,0,0,0,0,0,0,RedFighter
12.7,12.7,1,3,0,0,0,3,0,BlueFighter
-2.54,5.08,5,-2,0,0,0,-2,0,RedFighter
7.62,5.08,-5,0,-1,0,0,0,-1,RedFighter
0.0,7.62,11,2,0,-3,0,-3,2,RedFighter
5.08,5.08,-6,0,0,-1,-2,-4,2,RedFighter
-2.54,-7.62,-1,-3,-1,0,-2,-2,-2,RedFighter
-5.08,-2.54,-4,1,1,4,0,4,-3,RedFighter
7.62,5.08,5,0,0,-1,2,1,-1,RedFighter
7.62,10.16,3,3,1,0,1,0,3,BlueFighter
-17.78,-2.54,1,2,0,-1,-2,-4,3,RedFighter
-5.08,-2.54,-1,-1,-1,0,-1,0,-1,RedFighter
2.54,5.08,7,0,0,1,-1,0,-4,BlueFighter
10.16,10.16,8,0,1,-5,0,-16,10,RedFighter
0.0,10.16,6,0,3,-1,-6,-14,8,RedFighter
-2.54,-2.54,6,1,0,0,0,1,1,RedFighter
-10.16,-7.62,7,-1,-2,0,-1,0,-1,BlueFighter
15.24,10.16,-2,4,2,1,3,8,1,RedFighter
2.54,2.54,4,2,3,-2,0,-3,5,RedFighter
-7.62,-10.16,-2,1,2,-1,-1,0,1,RedFighter
2.54,7.62,4,0,2,-4,0,-6,7,BlueFighter
5.08,-2.54,4,-1,0,-1,-3,-6,5,BlueFighter
2.54,2.54,-1,0,0,-1,0,-2,0,RedFighter
-2.54,-7.62,5,-2,0,0,1,0,1,RedFighter
2.54,-5.08,-12,0,0,2,2,9,-7,RedFighter
-2.54,0.0,0,1,2,0,1,-1,1,RedFighter
-2.54,-5.08,-11,0,-1,1,-3,0,-2,RedFighter
-8.1,2.54,0,0,0,-1,0,-3,1,RedFighter
7.62,7.62,-4,-1,0,-1,1,-1,1,RedFighter
0.0,0.0,1,-1,0,0,-4,-8,2,RedFighter
-5.08,5.08,5,-3,-1,-2,-1,-5,2,RedFighter
-5.08,2.54,0,-11,0,-1,-5,-9,0,BlueFighter
5.08,7.62,5,1,2,-4,1,-6,4,BlueFighter
0.0,0.0,1,1,0,0,-1,1,-1,BlueFighter
12.7,2.54,9,0,1,-8,0,-9,5,RedFighter
15.24,2.54,5,0,0,-1,-2,-2,3,RedFighter
15.24,10.16,-1,-1,0,-1,0,-1,0,RedFighter
2.54,0.0,-7,1,0,-1,2,1,-2,RedFighter
10.16,2.54,-3,0,-1,0,0,0,-1,BlueFighter
0.0,-5.08,0,-1,0,1,-1,-1,0,RedFighter
7.6,10.16,0,0,1,0,0,-2,2,BlueFighter
-2.54,2.54,-4,0,1,-1,-2,-4,3,RedFighter
7.62,0.0,5,1,0,5,3,11,-2,BlueFighter
2.54,2.54,-1,3,2,6,0,7,-10,RedFighter
-12.7,-12.7,2,0,1,-2,1,-2,0,RedFighter
-5.08,0.0,-4,3,0,0,4,6,-2,RedFighter
-2.54,-2.54,1,0,0,-2,1,-1,2,RedFighter
-2.54,10.16,1,0,0,0,0,0,0,RedFighter
-12.7,-2.54,8,-1,0,0,1,0,0,BlueFighter
12.7,5.08,7,-1,0,1,-2,0,-2,BlueFighter
2.54,0.0,0,0,0,2,0,4,-6,RedFighter
0.0,7.62,4,0,0,0,-1,-3,1,BlueFighter
2.54,2.54,4,1,0,-3,1,-4,5,RedFighter
2.54,2.54,0,1,0,0,1,-2,2,BlueFighter
2.54,0.0,2,0,0,1,0,1,0,RedFighter
0.0,7.62,7,-2,0,-3,0,-4,5,BlueFighter
7.62,2.54,10,0,0,-3,-3,-3,0,BlueFighter
-2.54,-10.16,7,0,2,-3,0,-3,3,BlueFighter
15.24,20.32,2,0,0,3,5,9,-5,RedFighter
2.54,-2.54,4,-1,0,-2,-1,-4,2,RedFighter
2.54,0.0,-3,0,0,2,0,3,0,RedFighter
10.16,7.62,3,0,0,1,0,-3,0,BlueFighter
2.54,2.54,-3,2,1,0,0,1,1,BlueFighter
2.54,7.62,-5,0,0,0,0,0,0,BlueFighter
-5.08,0.0,3,-2,0,0,-1,-2,0,BlueFighter
5.08,5.08,8,1,1,0,1,0,2,BlueFighter
10.16,0.0,1,0,1,-1,0,-1,2,BlueFighter
5.08,2.54,3,0,2,0,-2,-2,3,BlueFighter
-10.16,-12.7,3,0,1,-8,0,-12,4,RedFighter
2.54,-2.54,-9,-1,0,0,-1,-2,0,RedFighter
10.16,15.24,2,0,2,-1,-2,-7,4,BlueFighter
-5.08,-7.62,0,0,0,0,1,-1,0,BlueFighter
-17.78,-10.16,-4,-2,-2,2,-1,0,-2,BlueFighter
0.0,0.0,-5,2,3,0,2,3,0,RedFighter
-5.08,-2.54,6,3,1,-1,0,1,4,BlueFighter
0.0,-10.16,5,-2,0,-1,-1,-10,4,BlueFighter
10.16,2.54,0,0,2,-1,0,-4,4,BlueFighter
-7.62,-10.16,0,0,1,0,0,0,1,BlueFighter
-5.08,-5.08,5,0,1,-1,0,-3,4,RedFighter
5.08,-2.54,-2,0,1,0,0,0,1,RedFighter
2.54,-5.08,4,0,1,0,0,0,1,RedFighter
-20.32,-12.7,-4,-5,0,-6,3,-3,0,BlueFighter
-10.16,-2.54,-2,1,1,4,-1,4,-2,BlueFighter
2.54,-2.54,8,-3,-2,0,-1,-3,0,BlueFighter
-7.62,-7.62,-1,0,0,2,-2,0,-3,BlueFighter
7.62,2.54,6,-1,-1,1,0,1,-3,BlueFighter
-17.78,2.54,6,2,0,-2,0,-3,6,BlueFighter
12.7,7.62,4,-2,0,2,0,-5,0,RedFighter
-2.54,0.0,-4,0,1,-1,0,0,2,BlueFighter
0.0,-7.62,-2,0,0,0,0,1,-2,RedFighter
-10.16,-5.08,-3,-1,0,-2,1,0,1,RedFighter
-5.08,10.16,2,0,0,0,0,-1,0,BlueFighter
15.24,7.62,2,-2,0,-1,0,-10,4,BlueFighter
7.62,2.54,3,0,0,0,0,0,0,RedFighter
-10.44,-2.54,5,0,0,0,0,0,0,BlueFighter
-5.08,-5.08,6,0,0,0,-2,-7,9,RedFighter
-10.16,-7.62,-3,0,1,0,0,0,1,RedFighter
2.54,5.08,0,0,0,-1,1,-1,2,RedFighter
-15.24,-10.16,-4,0,0,0,0,0,0,RedFighter
-17.78,-15.24,-1,0,0,0,0,0,0,RedFighter
-5.08,-5.08,6,0,0,0,0,0,0,RedFighter
2.74,7.62,4,0,0,0,0,0,0,BlueFighter
0.0,0.0,5,0,0,0,0,0,0,BlueFighter
-2.54,-2.54,2,1,0,0,-2,-1,1,RedFighter
2.54,-2.54,9,4,0,-7,-4,-13,5,BlueFighter
-2.54,0.0,9,1,1,-4,-1,-7,5,RedFighter
5.08,2.54,-1,-1,0,1,0,0,-6,BlueFighter
0.0,-2.54,4,0,0,-4,0,-4,2,RedFighter
-5.08,0.0,1,0,1,-2,0,-3,4,BlueFighter
-15.24,0.0,10,1,2,-1,-1,-4,6,BlueFighter
7.62,0.0,3,-1,-1,0,0,-1,1,BlueFighter
2.54,-2.54,-1,-1,0,-1,0,-1,0,RedFighter
7.62,10.16,9,0,0,0,3,4,-2,BlueFighter
0.0,10.16,-5,1,1,0,0,-1,1,BlueFighter
2.54,2.54,7,0,0,0,0,0,2,RedFighter
7.62,12.7,1,0,1,0,3,2,-2,BlueFighter
-15.24,-2.54,-2,-1,-1,0,0,-1,0,RedFighter
0.0,0.0,-14,-7,0,2,0,-1,1,RedFighter
5.08,7.62,3,2,0,-2,-1,-9,6,BlueFighter
7.62,10.16,8,0,1,-2,0,-4,4,RedFighter
-5.08,-2.54,14,0,0,-7,-2,-14,9,BlueFighter
2.58,2.54,6,0,0,0,0,0,0,BlueFighter
0.0,0.0,11,3,1,-3,0,-4,3,BlueFighter
0.0,-7.62,-1,1,1,0,0,-1,1,RedFighter
-2.54,0.0,9,1,1,-1,-2,-4,3,BlueFighter
10.16,10.16,-3,0,0,0,0,0,0,BlueFighter
2.54,10.16,9,0,3,-3,0,-10,5,BlueFighter
10.16,5.08,9,-6,-1,-3,-1,-5,-1,BlueFighter
10.16,7.62,8,-2,-1,-2,5,-4,2,BlueFighter
5.08,-7.62,2,0,1,0,0,0,1,BlueFighter
-2.54,5.08,-2,-3,0,0,0,-3,-1,BlueFighter
2.54,7.62,-4,0,0,-1,-1,0,-1,RedFighter
12.7,5.08,7,1,2,-2,0,-2,5,RedFighter
15.24,12.7,-2,0,0,-4,2,-2,3,BlueFighter
-2.54,-5.08,-2,-1,-1,0,0,-1,-1,RedFighter
-2.54,-2.54,0,0,0,1,1,3,1,BlueFighter
0.0,7.62,-1,1,0,1,0,2,-3,RedFighter
12.7,2.54,4,3,0,0,-2,-8,7,BlueFighter
7.62,7.62,-2,-3,0,-1,0,-4,2,RedFighter
-5.08,0.0,-6,0,-1,1,4,15,-9,RedFighter
-5.08,-2.54,14,0,1,-2,0,-3,3,BlueFighter
7.62,2.54,0,0,1,0,0,-1,1,BlueFighter
-2.54,0.0,10,2,0,-3,0,-5,2,BlueFighter
-10.16,-2.54,3,-1,0,-4,-1,-13,5,RedFighter
-2.54,0.0,0,-2,0,0,-1,-2,-1,RedFighter
2.54,0.0,-4,0,1,0,0,-1,2,BlueFighter
7.62,5.08,-1,0,0,2,0,4,-2,RedFighter
2.54,-2.54,4,0,-3,0,-2,-2,-2,BlueFighter
7.62,7.62,14,0,1,1,-1,-3,2,BlueFighter
7.62,-2.54,7,1,1,0,0,0,1,RedFighter
-2.54,-5.08,4,0,1,0,-2,-3,4,BlueFighter
-2.54,-2.54,-5,-1,0,0,-1,-1,0,RedFighter
0.0,5.08,-8,0,0,-2,0,-1,-2,RedFighter
10.16,-2.54,9,7,2,0,-8,-12,8,BlueFighter
0.0,0.0,-3,1,0,0,1,0,1,BlueFighter
0.0,12.7,6,1,1,-2,1,-2,3,BlueFighter
-2.54,-5.08,-12,0,0,-1,0,-1,-1,BlueFighter
12.7,5.08,-7,0,1,0,0,0,1,BlueFighter
-10.16,-2.54,-5,2,0,1,-3,1,0,RedFighter
-20.32,-15.24,-3,4,0,-1,-1,2,0,BlueFighter
-7.62,-5.08,-4,0,0,0,-1,-1,0,BlueFighter
-2.54,-10.16,0,0,0,0,0,0,0,RedFighter
1.66,7.62,6,0,0,1,-2,-3,2,RedFighter
5.08,7.62,1,-2,0,0,0,-3,0,RedFighter
-7.62,-5.08,0,1,3,0,-1,3,0,BlueFighter
12.7,2.54,-12,0,0,1,0,1,0,RedFighter
-5.08,-2.54,0,-2,0,-4,0,-2,-1,RedFighter
-2.54,-10.16,12,0,0,0,-2,1,-2,BlueFighter
2.54,-2.54,-1,0,0,1,0,1,-2,RedFighter
-2.54,7.62,-4,1,0,-4,0,-8,2,RedFighter
0.0,2.54,2,0,0,-6,-1,0,2,BlueFighter
-10.16,0.0,6,0,0,0,-1,-7,4,RedFighter
-15.24,2.54,13,0,0,0,-3,-3,1,RedFighter
-10.16,0.0,-3,2,0,0,-1,3,0,RedFighter
7.62,5.08,4,-3,0,0,1,2,-1,RedFighter
5.08,0.0,-6,0,0,0,-3,-4,1,RedFighter
-2.54,0.0,7,0,0,0,-5,-9,5,BlueFighter
-2.54,-5.08,6,-2,0,-2,0,-2,0,BlueFighter
20.32,7.62,0,0,0,0,0,0,0,RedFighter
5.08,-5.08,7,0,0,-5,4,-4,2,BlueFighter
5.08,5.08,2,0,0,-1,-2,-6,3,RedFighter
0.0,7.62,2,-2,-1,0,0,0,-3,RedFighter
-5.08,2.54,2,4,1,8,0,6,-1,RedFighter
0.0,0.0,2,3,1,-1,-1,-3,3,RedFighter
10.16,10.16,6,2,3,0,-4,-12,8,BlueFighter
-5.08,-10.16,4,1,1,2,1,-1,-1,RedFighter
2.54,0.0,2,0,1,0,0,0,1,BlueFighter
5.08,2.54,10,-1,0,-2,0,-2,0,RedFighter
-7.62,-2.54,-9,2,2,0,0,0,0,RedFighter
0.0,-2.54,-5,1,1,0,0,-1,-1,RedFighter
-5.08,5.08,0,-1,-1,-5,-3,-13,4,RedFighter
2.54,-7.62,3,0,2,-2,2,0,3,BlueFighter
-15.24,-10.16,4,-1,-1,-1,1,1,-2,RedFighter
12.7,10.16,2,0,1,1,-1,1,-2,RedFighter
12.7,5.08,9,2,0,-7,3,-7,7,BlueFighter
17.78,5.08,-1,0,1,0,0,0,1,RedFighter
2.54,5.08,-1,2,2,2,1,1,-1,BlueFighter
-7.62,0.0,-2,3,2,0,0,5,-1,BlueFighter
5.08,5.08,0,-1,0,-1,-3,-5,2,RedFighter
-5.08,-2.54,3,-1,0,-1,0,-1,0,BlueFighter
2.54,0.0,-7,0,1,5,0,12,-2,BlueFighter
15.24,10.16,5,0,0,0,0,0,0,BlueFighter
-5.08,-2.54,3,2,1,1,0,3,0,BlueFighter
15.24,5.08,-4,0,1,0,0,0,0,RedFighter
0.0,0.0,-1,-4,0,2,-2,-1,-2,RedFighter
0.0,2.54,-5,-2,-1,1,-3,3,1,RedFighter
0.0,0.0,-2,2,1,1,-1,-1,1,RedFighter
-7.62,-15.24,-4,-1,0,0,-2,0,-2,RedFighter
-7.62,-5.08,2,0,0,-5,-7,-13,9,BlueFighter
2.54,2.54,-1,3,0,0,2,1,1,RedFighter
0.0,-2.54,7,3,1,-2,3,-5,5,BlueFighter
7.62,5.08,-1,0,1,1,-1,0,1,BlueFighter
17.78,10.16,-2,0,1,0,0,-2,2,RedFighter
7.62,7.62,11,1,0,-3,-3,-8,4,BlueFighter
-2.54,2.54,3,2,1,-4,1,-2,-1,BlueFighter
7.62,2.54,-7,0,-1,-1,0,-1,-1,RedFighter
2.54,0.0,-5,-2,0,0,0,-2,-2,RedFighter
-5.08,-2.54,-2,0,0,0,0,0,0,BlueFighter
7.62,-2.54,4,0,0,-1,-1,-3,1,RedFighter
0.0,-10.16,3,-1,0,0,0,-1,0,RedFighter
-2.54,0.0,5,0,2,0,-1,-1,2,RedFighter
12.7,2.54,-6,3,1,-1,0,-2,1,BlueFighter
0.0,-2.54,6,-2,0,0,0,-2,1,BlueFighter
0.0,-5.08,4,-4,0,-3,0,-4,0,RedFighter
2.54,5.08,9,3,0,-3,1,-11,5,BlueFighter
-5.08,-5.08,-6,0,0,1,0,0,-2,RedFighter
-17.78,-20.32,-9,1,1,4,-3,3,-2,BlueFighter
0.0,5.08,9,3,2,-2,1,1,2,BlueFighter
-15.24,-7.62,6,0,2,0,0,0,2,BlueFighter
0.0,-2.54,3,0,2,-1,-3,-8,4,BlueFighter
-2.54,7.62,2,4,1,-4,3,-3,1,RedFighter
-12.7,-12.7,-6,-1,-5,0,-2,-7,1,RedFighter
-5.08,-2.54,11,0,1,-5,-2,-8,6,BlueFighter
-10.16,-5.08,5,0,0,0,-4,-4,2,BlueFighter
-7.62,2.54,-1,-2,-1,1,0,-1,-1,RedFighter
2.54,5.08,1,0,0,6,0,10,-12,BlueFighter
-5.08,0.0,-2,2,0,-1,-1,-2,3,RedFighter
-17.78,-12.7,0,-2,0,-2,-2,-4,2,BlueFighter
12.7,2.54,-6,0,0,-3,0,-3,0,BlueFighter
-10.16,0.0,0,1,1,-1,-2,-7,3,BlueFighter
5.08,0.0,-3,1,1,1,-1,-1,1,BlueFighter
-7.62,-10.16,-7,-2,-1,0,-1,-1,-3,BlueFighter
-10.16,-5.08,-2,0,-1,1,-3,-2,1,BlueFighter
-2.54,2.54,2,0,1,-4,-1,-8,5,RedFighter
7.62,2.54,2,0,0,1,-3,-6,0,RedFighter
-7.62,0.0,2,0,0,0,1,0,2,BlueFighter
-2.54,2.54,3,0,2,0,0,-1,4,BlueFighter
5.08,-7.62,4,3,3,-6,-2,-13,2,RedFighter
-2.54,0.0,1,0,0,-6,0,-6,1,RedFighter
-15.24,-15.24,-9,-2,0,1,-1,4,-3,RedFighter
15.24,12.7,4,-1,0,-8,-1,-14,8,BlueFighter
5.08,0.0,0,0,-1,0,0,0,-1,BlueFighter
2.54,-5.08,-9,0,0,0,-1,-3,-1,RedFighter
15.24,0.0,-4,-1,0,0,1,1,-2,BlueFighter
7.62,7.62,1,0,-2,0,0,0,-2,RedFighter
5.08,0.0,5,0,0,0,0,1,-1,RedFighter
0.0,2.54,6,0,0,0,-1,-1,0,BlueFighter
0.0,2.54,10,0,2,-1,-1,-4,10,BlueFighter
0.0,5.08,-3,-1,0,0,0,-1,0,RedFighter
10.16,7.62,7,1,1,-3,3,-2,-1,RedFighter
20.32,15.24,17,1,0,-5,0,-5,5,BlueFighter
-2.54,-5.08,-8,0,0,0,1,1,-2,RedFighter
-5.08,2.54,-6,2,0,3,-3,0,1,RedFighter
-2.54,-5.08,-5,0,0,-1,-1,-2,0,RedFighter
5.08,2.54,4,2,2,0,0,0,1,BlueFighter
0.0,2.54,-3,0,1,0,0,0,1,BlueFighter
0.0,12.7,4,0,0,-1,0,0,0,RedFighter
-5.08,0.0,3,1,0,1,0,-2,3,RedFighter
-5.08,-2.54,-3,0,3,-5,0,-10,8,RedFighter
0.0,2.54,-1,2,0,-2,1,0,2,BlueFighter
-2.54,0.0,3,1,1,0,0,0,1,RedFighter
2.54,0.0,9,2,3,-5,-1,-12,8,RedFighter
-2.54,5.08,0,0,1,0,-1,-3,2,RedFighter
15.24,10.16,8,-5,-1,0,-2,-6,1,RedFighter
-5.08,0.0,7,1,1,-1,1,-2,3,RedFighter
5.08,2.54,7,0,0,0,2,2,-1,RedFighter
0.0,5.08,5,0,0,-4,0,-4,2,RedFighter
7.62,5.08,2,0,0,3,-1,3,-4,RedFighter
-10.16,-5.08,3,-1,0,0,0,-3,0,RedFighter
12.7,2.54,10,0,0,0,0,0,0,BlueFighter
-15.24,-7.62,7,0,1,-2,0,-6,3,RedFighter
2.54,2.54,7,0,0,0,1,0,0,RedFighter
12.7,0.0,4,2,1,4,-3,2,-1,RedFighter
20.32,12.7,4,1,2,1,-2,-4,1,BlueFighter
-2.54,-7.62,-1,2,0,1,0,2,1,BlueFighter
7.62,5.08,1,0,0,-2,-1,-3,5,RedFighter
0.0,0.0,-2,0,-3,-1,0,0,0,BlueFighter
7.62,-2.54,-4,0,0,0,2,1,-4,RedFighter
2.54,-7.62,-2,0,0,0,1,-1,1,RedFighter
5.08,2.54,-3,0,0,0,0,0,1,RedFighter
20.32,5.08,1,0,0,0,0,-2,0,BlueFighter
-7.62,-5.08,7,0,0,0,0,0,1,RedFighter
-7.62,0.0,-8,0,0,0,-1,1,0,RedFighter
-5.08,-2.54,1,0,0,0,0,0,0,BlueFighter
7.62,0.0,4,1,0,-3,1,-5,2,RedFighter
7.62,7.62,10,3,1,1,-3,-5,2,RedFighter
7.62,0.0,3,2,0,1,0,2,0,RedFighter
-2.54,-5.08,-5,0,1,-4,0,-1,2,RedFighter
2.54,2.54,-4,0,0,-1,1,-1,0,BlueFighter
5.08,7.62,3,0,1,0,0,-1,2,RedFighter
2.54,-5.08,-3,1,2,2,0,2,1,BlueFighter
5.08,0.0,2,1,0,-3,1,-4,5,RedFighter
-2.54,0.0,-2,0,0,0,0,0,0,BlueFighter
0.0,-7.62,5,2,0,0,0,3,-1,BlueFighter
2.54,0.0,-8,-2,-2,1,3,13,-9,RedFighter
-2.54,5.08,5,-1,-1,-3,0,-10,12,RedFighter
-2.54,2.54,-7,1,1,-2,-1,-3,2,BlueFighter
-5.08,-2.54,1,-5,0,-1,-1,-5,0,RedFighter
5.08,0.0,2,-5,-2,1,0,-4,-4,RedFighter
-5.08,-5.08,2,-2,0,1,-2,-2,0,RedFighter
0.0,5.08,-6,0,-1,2,0,3,-1,BlueFighter
0.0,12.7,1,0,-1,0,0,0,-1,BlueFighter
-12.7,-7.62,-8,-1,0,0,-1,-1,1,RedFighter
10.64,-2.54,0,0,-3,1,0,1,-5,BlueFighter
